time,wx,wy,yaw,pitch,roll,imu_ax,imu_ay,imu_az
1774367319.053,10.414,13.251,-0.3269,-0.0813,-0.0021,1.1442,-0.0468,9.9771
1774367319.159,10.461,13.235,-0.3269,-0.0812,-0.0021,0.6885,0.0270,9.7330
1774367319.270,10.509,13.219,-0.3269,-0.0812,-0.0021,0.6874,0.0515,9.7350
1774367319.375,10.556,13.203,-0.3269,-0.0812,-0.0021,0.8005,-0.8817,9.6863
1774367319.486,10.603,13.187,-0.3269,-0.0812,-0.0021,0.7149,-0.3722,9.7036
1774367319.604,10.651,13.171,-0.3269,-0.0812,-0.0021,0.8011,-0.8829,9.6860
1774367319.715,10.698,13.154,-0.3269,-0.0812,-0.0021,0.8033,-0.9043,9.6852
1774367319.821,10.745,13.138,-0.3269,-0.0812,-0.0021,0.9203,1.0841,9.9102
1774367319.937,10.793,13.122,-0.3269,-0.0812,-0.0021,0.7270,0.1828,9.7710
1774367320.051,10.840,13.106,-0.3269,-0.0812,-0.0021,0.9731,1.1391,9.9459
1774367320.157,10.887,13.090,-0.3269,-0.0812,-0.0021,0.6933,-0.0108,9.7312
1774367320.270,10.935,13.074,-0.3269,-0.0812,-0.0021,0.7985,-0.8654,9.6870
1774367320.380,10.982,13.058,-0.3269,-0.0812,-0.0021,0.5748,0.3980,9.7275
1774367320.483,11.029,13.042,-0.3269,-0.0812,-0.0021,0.7950,-0.8350,9.6883
1774367320.586,11.077,13.026,-0.3269,-0.0812,-0.0021,0.6150,0.1674,9.7196
1774367320.694,11.124,13.010,-0.3269,-0.0812,-0.0021,0.9758,1.1067,9.9438
1774367320.804,11.171,12.994,-0.3269,-0.0812,-0.0021,0.8031,0.5338,9.8203
1774367320.908,11.219,12.978,-0.3269,-0.0812,-0.0021,0.6971,-0.0582,9.7280
1774367321.017,11.266,12.962,-0.3269,-0.0812,-0.0021,0.9674,1.1844,9.9491
1774367321.129,11.313,12.946,-0.3269,-0.0812,-0.0021,0.6312,0.0747,9.7167
1774367321.243,11.361,12.930,-0.3269,-0.0812,-0.0021,0.7909,0.4899,9.8121
1774367321.350,11.408,12.914,-0.3269,-0.0812,-0.0021,0.8016,-0.8888,9.6859
1774367321.455,11.456,12.898,-0.3269,-0.0812,-0.0021,0.5812,0.3782,9.7276
1774367321.561,11.503,12.882,-0.3269,-0.0812,-0.0021,0.7981,-0.8615,9.6871
1774367321.665,11.550,12.865,-0.3269,-0.0812,-0.0021,0.7718,0.1964,9.7972
1774367321.768,11.598,12.849,-0.3269,-0.0812,-0.0021,0.7930,-0.8164,9.6891
1774367321.874,11.645,12.833,-0.3269,-0.0812,-0.0021,0.9751,1.1243,9.9451
1774367321.981,11.692,12.817,-0.3269,-0.0812,-0.0021,0.7874,-0.7744,9.6912
1774367322.084,11.740,12.801,-0.3269,-0.0813,-0.0021,0.7978,-0.8632,9.6872
1774367322.193,11.787,12.785,-0.3269,-0.0813,-0.0021,0.8016,-0.8889,9.6860
1774367322.323,11.834,12.769,-0.3269,-0.0812,-0.0021,0.5743,0.4110,9.7285
1774367322.428,11.882,12.753,-0.3269,-0.0813,-0.0021,0.7989,-0.8656,9.6869
1774367322.531,11.929,12.737,-0.3269,-0.0812,-0.0021,0.6394,0.0392,9.7160
1774367322.636,11.976,12.721,-0.3269,-0.0812,-0.0021,0.8163,0.6152,9.8326
1774367322.744,12.024,12.705,-0.3269,-0.0812,-0.0021,0.7990,-0.8669,9.6869
1774367322.853,12.071,12.689,-0.3269,-0.0812,-0.0021,0.5726,0.4277,9.7294
1774367322.962,12.118,12.673,-0.3269,-0.0812,-0.0021,0.9730,1.0985,9.9438
1774367323.075,12.166,12.657,-0.3269,-0.0812,-0.0021,0.7807,-0.7186,9.6937
1774367323.193,12.213,12.641,-0.3269,-0.0813,-0.0021,0.7980,-0.8614,9.6872
1774367323.312,12.261,12.625,-0.3269,-0.0812,-0.0021,0.9731,1.1172,9.9448
1774367323.422,12.308,12.609,-0.3269,-0.0813,-0.0021,0.7820,0.1440,9.7969
1774367323.545,12.355,12.592,-0.3269,-0.0813,-0.0021,0.7967,-0.8549,9.6875
1774367323.659,12.403,12.576,-0.3269,-0.0812,-0.0021,0.7989,-0.8665,9.6869
1774367323.771,12.450,12.560,-0.3269,-0.0812,-0.0021,0.7909,-0.8014,9.6899
1774367323.878,12.497,12.544,-0.3269,-0.0812,-0.0021,0.6860,0.1889,9.7489
1774367324.000,12.545,12.528,-0.3269,-0.0812,-0.0021,0.5731,0.4107,9.7279
1774367324.114,12.592,12.512,-0.3269,-0.0812,-0.0021,0.7911,-0.8054,9.6898
1774367324.227,12.639,12.496,-0.3269,-0.0812,-0.0021,0.7941,-0.8316,9.6886
1774367324.356,12.687,12.480,-0.3269,-0.0812,-0.0021,0.6548,-0.0225,9.7156
1774367324.472,12.734,12.464,-0.3269,-0.0812,-0.0021,0.6417,0.0306,9.7160
1774367324.589,12.781,12.448,-0.3269,-0.0812,-0.0021,0.9744,1.1443,9.9460
1774367324.695,12.829,12.432,-0.3269,-0.0812,-0.0021,0.7898,-0.7945,9.6902
1774367324.805,12.876,12.416,-0.3269,-0.0812,-0.0021,0.5866,0.3364,9.7255
1774367324.915,12.923,12.400,-0.3269,-0.0812,-0.0021,0.7970,-0.8514,9.6876
1774367325.034,12.971,12.384,-0.3269,-0.0812,-0.0021,0.9738,1.1279,9.9453
1774367325.153,13.018,12.368,-0.3269,-0.0812,-0.0021,0.7931,-0.8171,9.6891
1774367325.256,13.065,12.352,-0.3269,-0.0812,-0.0021,0.5745,0.3935,9.7272
1774367325.370,13.113,12.336,-0.3269,-0.0813,-0.0021,0.8005,-0.8813,9.6863
1774367325.474,13.160,12.319,-0.3269,-0.0812,-0.0021,0.9667,1.2117,9.9507
1774367325.585,13.208,12.303,-0.3269,-0.0812,-0.0021,0.7606,0.3039,9.7969
1774367325.690,13.255,12.287,-0.3269,-0.0812,-0.0021,0.7999,0.4980,9.8158
1774367325.808,13.302,12.271,-0.3269,-0.0812,-0.0021,0.9740,1.0962,9.9435
1774367325.913,13.350,12.255,-0.3269,-0.0812,-0.0021,0.9674,1.1692,9.9483
1774367326.019,13.397,12.239,-0.3269,-0.0812,-0.0021,0.7945,-0.8304,9.6885
1774367326.128,13.444,12.223,-0.3269,-0.0813,-0.0021,0.7683,0.2592,9.7960
1774367326.243,13.492,12.207,-0.3269,-0.0812,-0.0021,0.7041,0.1515,9.7547
1774367326.347,13.539,12.191,-0.3269,-0.0813,-0.0021,0.8073,-0.9401,9.6837
1774367326.458,13.586,12.175,-0.3269,-0.0812,-0.0021,0.7936,-0.8263,9.6888
1774367326.562,13.634,12.159,-0.3269,-0.0813,-0.0021,0.7185,0.1588,9.7633
1774367326.675,13.681,12.143,-0.3269,-0.0812,-0.0021,0.7744,0.4413,9.8022
1774367326.780,13.728,12.127,-0.3269,-0.0813,-0.0021,0.9706,1.2015,9.9498
1774367326.891,13.776,12.111,-0.3269,-0.0812,-0.0021,0.7896,-0.7911,9.6903
1774367327.001,13.823,12.095,-0.3269,-0.0812,-0.0021,0.9717,1.1468,9.9466
1774367327.115,13.870,12.079,-0.3269,-0.0812,-0.0021,0.7964,-0.8457,9.6878
1774367327.224,13.918,12.063,-0.3269,-0.0812,-0.0021,0.7990,-0.8708,9.6868
1774367327.328,13.965,12.047,-0.3269,-0.0813,-0.0021,0.6886,0.0952,9.7396
1774367327.434,14.013,12.030,-0.3269,-0.0813,-0.0021,0.6987,-0.0512,9.7294
1774367327.543,14.060,12.014,-0.3269,-0.0812,-0.0021,0.7995,-0.8720,9.6867
1774367327.649,14.107,11.998,-0.3269,-0.0812,-0.0021,0.8312,0.6775,9.8435
1774367327.759,14.155,11.982,-0.3269,-0.0812,-0.0021,0.7915,-0.8036,9.6897
1774367327.867,14.202,11.966,-0.3269,-0.0812,-0.0021,0.8012,-0.8872,9.6859
1774367327.979,14.249,11.950,-0.3269,-0.0812,-0.0021,0.9711,1.1507,9.9470
1774367328.088,14.297,11.934,-0.3269,-0.0812,-0.0021,0.7815,0.2250,9.8051
1774367328.198,14.344,11.918,-0.3269,-0.0812,-0.0021,0.7941,-0.8268,9.6886
1774367328.312,14.391,11.902,-0.3269,-0.0812,-0.0021,0.7866,0.1937,9.8053
1774367328.423,14.439,11.886,-0.3269,-0.0812,-0.0021,0.9700,1.1517,9.9470
1774367328.532,14.486,11.870,-0.3269,-0.0813,-0.0021,0.7270,0.1389,9.7657
1774367328.637,14.533,11.854,-0.3269,-0.0812,-0.0021,0.6872,0.0335,9.7331
1774367328.742,14.581,11.838,-0.3269,-0.0812,-0.0021,0.7834,-0.7345,9.6929
1774367328.853,14.628,11.822,-0.3269,-0.0812,-0.0021,0.6624,-0.0581,9.7146
1774367328.967,14.675,11.806,-0.3269,-0.0812,-0.0021,0.7983,-0.8632,9.6871
1774367329.074,14.723,11.790,-0.3269,-0.0812,-0.0021,0.9684,1.1805,9.9487
1774367329.186,14.770,11.774,-0.3269,-0.0812,-0.0021,0.7832,-0.7389,9.6928
1774367329.299,14.817,11.757,-0.3269,-0.0812,-0.0021,0.7598,-0.5863,9.6990
1774367329.414,14.865,11.741,-0.3269,-0.0812,-0.0021,0.6820,0.0778,9.7355
1774367329.517,14.912,11.725,-0.3269,-0.0812,-0.0021,0.7917,-0.8074,9.6896
1774367329.626,14.960,11.709,-0.3269,-0.0812,-0.0021,0.9694,1.1539,9.9473
1774367329.737,15.007,11.693,-0.3269,-0.0812,-0.0021,0.9745,1.1308,9.9452
1774367329.847,15.054,11.677,-0.3269,-0.0812,-0.0021,0.7904,-0.7980,9.6901
1774367329.958,15.102,11.661,-0.3269,-0.0812,-0.0021,0.7831,-0.7344,9.6929
1774367330.069,15.149,11.645,-0.3269,-0.0812,-0.0021,0.7960,-0.8471,9.6879
1774367330.182,15.196,11.629,-0.3269,-0.0812,-0.0021,1.1115,0.0052,9.9646
1774367330.296,15.244,11.613,-0.3269,-0.0812,-0.0021,0.6979,-0.2756,9.7071
1774367330.406,15.291,11.597,-0.3269,-0.0813,-0.0021,0.9691,1.2169,9.9509
1774367330.516,15.338,11.581,-0.3269,-0.0812,-0.0021,0.9772,1.1201,9.9444
1774367330.628,15.386,11.565,-0.3269,-0.0812,-0.0021,0.9760,1.1039,9.9436
1774367330.735,15.433,11.549,-0.3269,-0.0812,-0.0021,0.8904,1.0859,9.8947
1774367330.845,15.480,11.533,-0.3269,-0.0813,-0.0021,0.7972,-0.8562,9.6874
1774367330.966,15.528,11.517,-0.3269,-0.0812,-0.0021,0.7964,-0.8497,9.6878
1774367331.075,15.575,11.501,-0.3269,-0.0812,-0.0021,0.7880,-0.7800,9.6909
1774367331.189,15.622,11.484,-0.3269,-0.0812,-0.0021,0.7931,-0.8176,9.6891
1774367331.303,15.670,11.468,-0.3269,-0.0812,-0.0021,0.9700,1.1417,9.9465
1774367331.419,15.717,11.452,-0.3269,-0.0812,-0.0021,0.6825,0.0731,9.7351
1774367331.531,15.765,11.436,-0.3269,-0.0812,-0.0021,0.9670,1.1646,9.9481
1774367331.633,15.812,11.420,-0.3269,-0.0812,-0.0021,0.9729,1.1118,9.9446
1774367331.754,15.859,11.404,-0.3269,-0.0812,-0.0021,0.8882,1.0901,9.8934
1774367331.860,15.907,11.388,-0.3269,-0.0813,-0.0021,0.9672,1.2147,9.9509
1774367331.965,15.954,11.372,-0.3269,-0.0812,-0.0021,0.7985,-0.8629,9.6870
1774367332.098,16.001,11.356,-0.3269,-0.0812,-0.0021,0.7905,-0.8008,9.6900
1774367332.204,16.049,11.340,-0.3269,-0.0812,-0.0021,0.9705,1.1567,9.9473
1774367332.324,16.096,11.324,-0.3269,-0.0812,-0.0021,0.8492,0.7446,9.8557
1774367332.432,16.143,11.308,-0.3269,-0.0812,-0.0021,0.7864,-0.7635,9.6916
1774367332.539,16.191,11.292,-0.3269,-0.0812,-0.0021,0.7817,-0.7247,9.6935
1774367332.644,16.238,11.276,-0.3269,-0.0812,-0.0021,0.9728,1.1137,9.9448
1774367332.750,16.285,11.260,-0.3269,-0.0812,-0.0021,0.5745,0.4068,9.7280
1774367332.855,16.333,11.244,-0.3269,-0.0812,-0.0021,0.6920,0.0001,9.7318
1774367332.970,16.380,11.228,-0.3269,-0.0812,-0.0021,0.5646,0.4792,9.7314
1774367333.075,16.427,11.212,-0.3269,-0.0812,-0.0021,0.7905,-0.7984,9.6900
1774367333.180,16.475,11.195,-0.3269,-0.0812,-0.0021,0.9750,1.1185,9.9445
1774367333.283,16.522,11.179,-0.3269,-0.0812,-0.0021,0.7926,-0.8156,9.6892
1774367333.393,16.569,11.163,-0.3269,-0.0812,-0.0021,0.5725,0.4093,9.7280
1774367333.504,16.617,11.147,-0.3269,-0.0812,-0.0021,0.9264,1.0841,9.9135
1774367333.616,16.664,11.131,-0.3269,-0.0812,-0.0021,0.6852,0.1083,9.7396
1774367333.731,16.712,11.115,-0.3269,-0.0812,-0.0021,0.8088,0.5527,9.8239
1774367333.840,16.759,11.099,-0.3269,-0.0812,-0.0021,0.7932,-0.8192,9.6890
1774367333.944,16.806,11.083,-0.3269,-0.0812,-0.0021,0.7872,-0.7710,9.6913
1774367334.054,16.854,11.067,-0.3269,-0.0812,-0.0021,0.5761,0.4205,9.7298
1774367334.160,16.901,11.051,-0.3269,-0.0812,-0.0021,0.7832,-0.7382,9.6928
1774367334.265,16.948,11.035,-0.3269,-0.0812,-0.0021,0.5788,0.3777,9.7267
1774367334.370,16.996,11.019,-0.3269,-0.0812,-0.0021,0.7704,0.4303,9.7998
1774367334.476,17.043,11.003,-0.3269,-0.0812,-0.0021,0.9720,1.1530,9.9469
1774367334.605,17.090,10.987,-0.3269,-0.0812,-0.0021,0.7987,-0.8679,9.6869
1774367334.707,17.138,10.971,-0.3269,-0.0812,-0.0021,0.5846,0.3471,9.7259
1774367334.811,17.185,10.955,-0.3269,-0.0813,-0.0021,0.7974,-0.8597,9.6873
1774367334.914,17.232,10.939,-0.3269,-0.0812,-0.0021,0.7933,-0.8296,9.6885
1774367335.017,17.277,10.924,-0.3221,-0.0813,-0.0021,0.8005,-0.8896,9.6858
1774367335.122,17.317,10.910,-0.3094,-0.0812,-0.0021,0.7951,-0.8411,9.6878
1774367335.229,17.352,10.899,-0.2937,-0.0812,-0.0021,0.6951,-0.0320,9.7298
1774367335.332,17.383,10.890,-0.2800,-0.0812,-0.0021,0.7909,-0.8038,9.6898
1774367335.436,17.412,10.882,-0.2681,-0.0812,-0.0021,0.9093,1.0830,9.9044
1774367335.544,17.445,10.873,-0.2607,-0.0812,-0.0021,0.8021,-0.8836,9.6862
1774367335.664,17.483,10.863,-0.2544,-0.0812,-0.0021,0.9683,1.1879,9.9491
1774367335.769,17.525,10.852,-0.2486,-0.0812,-0.0021,0.9756,1.1147,9.9441
1774367335.898,17.572,10.841,-0.2433,-0.0812,-0.0021,0.5822,0.3673,9.7270
1774367336.015,17.621,10.829,-0.2384,-0.0812,-0.0021,0.7952,-0.8384,9.6882
1774367336.146,17.670,10.817,-0.2340,-0.0812,-0.0021,0.6029,0.2546,9.7233
1774367336.249,17.718,10.805,-0.2298,-0.0813,-0.0021,0.7937,-0.8271,9.6887
1774367336.355,17.767,10.794,-0.2260,-0.0812,-0.0021,0.7955,-0.8425,9.6881
1774367336.462,17.816,10.783,-0.2225,-0.0812,-0.0021,0.6517,-0.0347,9.7133
1774367336.565,17.865,10.772,-0.2193,-0.0812,-0.0021,0.6473,-0.0175,9.7136
1774367336.669,17.913,10.761,-0.2163,-0.0812,-0.0021,0.7963,-0.8502,9.6877
1774367336.774,17.962,10.751,-0.2136,-0.0812,-0.0021,0.8015,-0.8931,9.6858
1774367336.887,18.011,10.740,-0.2110,-0.0813,-0.0021,0.9700,1.1992,9.9495
1774367336.997,18.060,10.730,-0.2087,-0.0812,-0.0021,0.7985,-0.8673,9.6870
1774367337.103,18.109,10.719,-0.2066,-0.0813,-0.0021,0.4786,1.2031,9.6758
1774367337.212,18.158,10.709,-0.2046,-0.0812,-0.0021,0.8003,-0.8790,9.6863
1774367337.329,18.207,10.699,-0.2028,-0.0812,-0.0021,0.8658,0.8088,9.8670
1774367337.437,18.256,10.689,-0.2011,-0.0812,-0.0021,0.8157,0.5888,9.8298
1774367337.547,18.305,10.679,-0.1996,-0.0812,-0.0021,0.9736,1.1253,9.9452
1774367337.659,18.354,10.669,-0.1982,-0.0812,-0.0021,0.7956,-0.8405,9.6881
1774367337.763,18.403,10.659,-0.1969,-0.0812,-0.0021,0.6943,-0.0174,9.7308
1774367337.869,18.452,10.650,-0.1957,-0.0812,-0.0021,0.9722,1.1669,9.9477
1774367337.974,18.501,10.640,-0.1946,-0.0812,-0.0021,0.5868,0.3293,9.7248
1774367338.078,18.550,10.630,-0.1936,-0.0812,-0.0021,0.5833,0.3467,9.7255
1774367338.191,18.599,10.621,-0.1926,-0.0812,-0.0021,0.9744,1.1141,9.9445
1774367338.296,18.648,10.611,-0.1918,-0.0813,-0.0021,0.7904,0.1366,9.8005
1774367338.400,18.697,10.602,-0.1910,-0.0812,-0.0021,0.5680,0.4474,9.7298
1774367338.511,18.746,10.592,-0.1903,-0.0812,-0.0021,1.0940,0.0006,9.9535
1774367338.616,18.795,10.583,-0.1896,-0.0812,-0.0021,0.7907,-0.8009,9.6899
1774367338.744,18.845,10.573,-0.1890,-0.0813,-0.0021,0.7782,0.1649,9.7972
1774367338.861,18.894,10.564,-0.1884,-0.0812,-0.0021,0.8001,-0.8799,9.6864
1774367338.981,18.943,10.555,-0.1879,-0.0812,-0.0021,0.7881,-0.7756,9.6910
1774367339.082,18.992,10.545,-0.1874,-0.0812,-0.0021,0.9728,1.1517,9.9466
1774367339.216,19.041,10.536,-0.1870,-0.0812,-0.0021,0.7862,-0.7617,9.6917
1774367339.326,19.090,10.527,-0.1866,-0.0812,-0.0021,0.8513,0.7718,9.8594
1774367339.437,19.139,10.517,-0.1862,-0.0812,-0.0021,0.7866,-0.7662,9.6915
1774367339.548,19.188,10.508,-0.1859,-0.0812,-0.0021,0.5764,0.4178,9.7296
1774367339.651,19.238,10.499,-0.1855,-0.0813,-0.0021,0.7050,0.1428,9.7540
1774367339.763,19.287,10.490,-0.1853,-0.0812,-0.0021,0.9759,1.1101,9.9440
1774367339.870,19.336,10.481,-0.1850,-0.0812,-0.0021,0.7188,-0.3792,9.7040
1774367339.976,19.385,10.471,-0.1847,-0.0812,-0.0021,0.6522,-0.0391,9.7131
1774367340.088,19.434,10.462,-0.1845,-0.0812,-0.0021,0.9653,1.2103,9.9508
1774367340.198,19.483,10.453,-0.1843,-0.0812,-0.0021,0.6424,0.0081,9.7141
1774367340.305,19.532,10.444,-0.1841,-0.0812,-0.0021,0.7955,-0.8426,9.6881
1774367340.421,19.582,10.435,-0.1839,-0.0812,-0.0021,0.7996,-0.8709,9.6867
1774367340.528,19.631,10.426,-0.1838,-0.0812,-0.0021,0.7926,-0.8183,9.6892
1774367340.634,19.680,10.416,-0.1836,-0.0812,-0.0021,0.7531,0.2098,9.7886
1774367340.745,19.729,10.407,-0.1835,-0.0813,-0.0021,0.9697,1.1979,9.9495
1774367340.849,19.778,10.398,-0.1834,-0.0812,-0.0021,0.9210,1.0832,9.9107
1774367340.953,19.827,10.389,-0.1832,-0.0812,-0.0021,0.7953,-0.8410,9.6882
1774367341.072,19.877,10.380,-0.1831,-0.0813,-0.0021,0.7103,-0.3788,9.7022
1774367341.188,19.926,10.371,-0.1830,-0.0812,-0.0021,0.7952,-0.8400,9.6882
1774367341.296,19.975,10.362,-0.1829,-0.0812,-0.0021,0.6509,-0.0049,9.7157
1774367341.403,20.024,10.353,-0.1829,-0.0812,-0.0021,0.7886,-0.7816,9.6908
1774367341.514,20.073,10.344,-0.1828,-0.0813,-0.0021,0.7964,-0.8504,9.6877
1774367341.626,20.122,10.334,-0.1827,-0.0813,-0.0021,0.6963,-0.3034,9.7039
1774367341.735,20.172,10.325,-0.1826,-0.0812,-0.0021,0.5708,0.4285,9.7288
1774367341.847,20.221,10.316,-0.1826,-0.0812,-0.0021,0.6782,-0.1698,9.7095
1774367341.954,20.270,10.307,-0.1825,-0.0812,-0.0021,0.7929,-0.8194,9.6891
1774367342.062,20.319,10.298,-0.1825,-0.0812,-0.0021,0.7909,-0.8037,9.6898
1774367342.190,20.368,10.289,-0.1824,-0.0812,-0.0021,0.9748,1.1325,9.9453
1774367342.294,20.417,10.280,-0.1824,-0.0812,-0.0021,0.7944,-0.8275,9.6886
1774367342.399,20.467,10.271,-0.1823,-0.0812,-0.0021,0.7936,-0.8276,9.6888
1774367342.503,20.516,10.262,-0.1823,-0.0813,-0.0021,0.9682,1.2224,9.9510
1774367342.607,20.565,10.253,-0.1823,-0.0813,-0.0021,0.9704,1.2248,9.9510
1774367342.712,20.614,10.244,-0.1822,-0.0812,-0.0021,0.7905,-0.7981,9.6900
1774367342.816,20.663,10.235,-0.1822,-0.0812,-0.0021,0.7980,-0.8649,9.6871
1774367342.923,20.712,10.226,-0.1822,-0.0812,-0.0021,0.9695,1.1792,9.9486
1774367343.030,20.762,10.217,-0.1822,-0.0812,-0.0021,0.7959,-0.8410,9.6880
1774367343.135,20.811,10.208,-0.1821,-0.0812,-0.0021,0.9692,1.1859,9.9491
1774367343.238,20.860,10.198,-0.1821,-0.0813,-0.0021,0.7856,0.0601,9.7888
1774367343.342,20.909,10.189,-0.1821,-0.0813,-0.0021,0.9690,1.2175,9.9508
1774367343.449,20.958,10.180,-0.1821,-0.0812,-0.0021,0.7857,-0.7571,9.6919
1774367343.559,21.007,10.171,-0.1821,-0.0812,-0.0021,0.6437,-0.0046,9.7134
1774367343.672,21.057,10.162,-0.1821,-0.0812,-0.0021,0.9208,1.0870,9.9088
1774367343.785,21.106,10.153,-0.1820,-0.0812,-0.0021,0.9222,1.0781,9.9103
1774367343.893,21.155,10.144,-0.1820,-0.0812,-0.0021,0.9193,1.0856,9.9102
1774367344.005,21.204,10.135,-0.1820,-0.0812,-0.0021,0.7983,-0.8636,9.6871
1774367344.127,21.253,10.126,-0.1820,-0.0812,-0.0021,0.7840,-0.7487,9.6923
1774367344.232,21.303,10.117,-0.1820,-0.0812,-0.0021,0.7807,-0.7180,9.6937
1774367344.338,21.352,10.108,-0.1820,-0.0812,-0.0021,0.9679,1.1740,9.9487
1774367344.444,21.401,10.099,-0.1820,-0.0813,-0.0021,0.9720,1.1824,9.9485
1774367344.547,21.450,10.090,-0.1820,-0.0812,-0.0021,0.7878,-0.7756,9.6911
1774367344.654,21.499,10.081,-0.1820,-0.0812,-0.0021,0.9700,1.1536,9.9473
1774367344.757,21.548,10.072,-0.1820,-0.0812,-0.0021,0.7880,-0.7738,9.6910
1774367344.869,21.598,10.063,-0.1819,-0.0812,-0.0021,0.7948,-0.8371,9.6883
1774367344.980,21.647,10.054,-0.1819,-0.0812,-0.0021,0.7754,-0.7129,9.6933
1774367345.084,21.696,10.045,-0.1819,-0.0812,-0.0021,0.9745,1.1143,9.9444
1774367345.202,21.745,10.036,-0.1819,-0.0812,-0.0021,0.9757,1.1223,9.9448
1774367345.314,21.794,10.027,-0.1819,-0.0812,-0.0021,0.8022,-0.8963,9.6856
1774367345.439,21.843,10.017,-0.1819,-0.0812,-0.0021,0.9132,1.0876,9.9065
1774367345.547,21.893,10.008,-0.1819,-0.0812,-0.0021,0.6966,-0.0380,9.7298
1774367345.650,21.942,9.999,-0.1819,-0.0812,-0.0021,0.8059,0.5623,9.8241
1774367345.758,21.991,9.990,-0.1819,-0.0812,-0.0021,0.7967,-0.8466,9.6878
1774367345.861,22.040,9.981,-0.1819,-0.0812,-0.0021,0.9693,1.1442,9.9467
1774367345.968,22.089,9.972,-0.1819,-0.0812,-0.0021,0.7927,-0.8192,9.6892
1774367346.084,22.138,9.963,-0.1819,-0.0812,-0.0021,0.7427,0.3520,9.7872
1774367346.202,22.188,9.954,-0.1819,-0.0812,-0.0021,0.7100,-0.3601,9.7037
1774367346.307,22.237,9.945,-0.1819,-0.0812,-0.0021,0.7868,-0.7703,9.6914
1774367346.417,22.286,9.936,-0.1819,-0.0812,-0.0021,0.6798,0.1591,9.7426
1774367346.523,22.335,9.927,-0.1819,-0.0812,-0.0021,0.7901,0.1465,9.8015
1774367346.629,22.384,9.918,-0.1819,-0.0812,-0.0021,0.5761,0.4076,9.7288
1774367346.740,22.434,9.909,-0.1819,-0.0812,-0.0021,0.6842,0.0587,9.7345
1774367346.847,22.483,9.900,-0.1819,-0.0812,-0.0021,0.7882,-0.7805,9.6908
1774367346.960,22.532,9.891,-0.1819,-0.0812,-0.0021,0.9728,1.1564,9.9470
1774367347.071,22.581,9.882,-0.1819,-0.0812,-0.0021,1.1247,-0.0514,9.9653
1774367347.183,22.630,9.873,-0.1819,-0.0812,-0.0021,0.7068,0.1513,9.7560
1774367347.292,22.679,9.864,-0.1819,-0.0812,-0.0021,0.9702,1.1936,9.9494
1774367347.404,22.729,9.855,-0.1819,-0.0813,-0.0021,0.8028,-0.9024,9.6854
1774367347.509,22.778,9.846,-0.1819,-0.0812,-0.0021,0.9730,1.1644,9.9471
1774367347.625,22.827,9.837,-0.1819,-0.0812,-0.0021,0.7925,-0.8142,9.6893
1774367347.730,22.876,9.828,-0.1819,-0.0813,-0.0021,0.7976,-0.8595,9.6872
1774367347.832,22.925,9.818,-0.1819,-0.0812,-0.0021,0.6238,0.1247,9.7182
1774367347.941,22.974,9.809,-0.1819,-0.0813,-0.0021,0.7029,-0.1080,9.7255
1774367348.055,23.024,9.800,-0.1819,-0.0812,-0.0021,0.5895,0.3158,9.7244
1774367348.162,23.073,9.791,-0.1819,-0.0812,-0.0021,0.6942,-0.0199,9.7306
1774367348.272,23.122,9.782,-0.1819,-0.0812,-0.0021,0.7956,-0.8413,9.6882
1774367348.383,23.171,9.773,-0.1819,-0.0813,-0.0021,0.6939,0.0271,9.7350
1774367348.494,23.220,9.764,-0.1819,-0.0812,-0.0021,0.7974,-0.8560,9.6875
1774367348.607,23.270,9.755,-0.1819,-0.0812,-0.0021,0.5912,0.3017,9.7237
1774367348.718,23.319,9.746,-0.1819,-0.0812,-0.0021,0.9751,1.1324,9.9454
1774367348.823,23.368,9.737,-0.1819,-0.0812,-0.0021,0.9731,1.1419,9.9460
1774367348.931,23.417,9.728,-0.1819,-0.0812,-0.0021,0.5956,0.2596,9.7217
1774367349.042,23.466,9.719,-0.1819,-0.0813,-0.0021,0.9695,1.1988,9.9495
1774367349.143,23.515,9.710,-0.1819,-0.0812,-0.0021,0.7977,-0.8604,9.6873
1774367349.259,23.565,9.701,-0.1819,-0.0813,-0.0021,0.7936,-0.8281,9.6887
1774367349.373,23.614,9.692,-0.1819,-0.0812,-0.0021,0.9726,1.1717,9.9477
1774367349.483,23.663,9.683,-0.1819,-0.0812,-0.0021,0.7931,-0.8237,9.6889
1774367349.596,23.712,9.674,-0.1819,-0.0812,-0.0021,0.9728,1.1514,9.9467
1774367349.702,23.761,9.665,-0.1819,-0.0812,-0.0021,0.6940,-0.0150,9.7311
1774367349.808,23.810,9.656,-0.1819,-0.0812,-0.0021,0.4770,1.2022,9.6758
1774367349.912,23.860,9.647,-0.1819,-0.0812,-0.0021,0.5959,0.2595,9.7216
1774367350.022,23.909,9.638,-0.1819,-0.0812,-0.0021,0.9725,1.1649,9.9474
1774367350.129,23.958,9.629,-0.1819,-0.0812,-0.0021,0.9743,1.1228,9.9450
1774367350.234,24.007,9.620,-0.1819,-0.0812,-0.0021,0.7991,-0.8702,9.6868
1774367350.343,24.056,9.610,-0.1819,-0.0812,-0.0021,0.5833,0.3561,9.7263
1774367350.448,24.105,9.601,-0.1819,-0.0813,-0.0021,0.7952,-0.8454,9.6880
1774367350.555,24.155,9.592,-0.1819,-0.0812,-0.0021,0.7948,-0.8358,9.6884
