t_wall,sim_t,vio_x,vio_y,vio_z,qx,qy,qz,qw,gt_x,gt_y
1776761701.6466527,27.2,-3.765065,17.841057,0.051252,0.707734,0.036666,-0.026449,-0.705031,-78.46768951416016,-1.0280413627624512
1776761701.7468262,27.3,-3.767733,17.855377,0.047096,0.707551,0.037137,-0.026905,-0.705173,-78.46768951416016,-1.0280413627624512
1776761701.8470209,27.3,-3.767733,17.855377,0.047096,0.707551,0.037137,-0.026905,-0.705173,-78.46768951416016,-1.0280413627624512
1776761701.9472487,27.3,-3.767733,17.855377,0.047096,0.707551,0.037137,-0.026905,-0.705173,-78.46768951416016,-1.0280413627624512
1776761702.047448,27.3,-3.767733,17.855377,0.047096,0.707551,0.037137,-0.026905,-0.705173,-78.46768951416016,-1.0280413627624512
1776761702.1476367,27.3,-3.767733,17.855377,0.047096,0.707551,0.037137,-0.026905,-0.705173,-78.46768951416016,-1.0280413627624512
1776761702.2478366,27.3,-3.767733,17.855377,0.047096,0.707551,0.037137,-0.026905,-0.705173,-78.38447570800781,-1.012952208518982
1776761702.3480318,27.3,-3.767733,17.855377,0.047096,0.707551,0.037137,-0.026905,-0.705173,-78.38447570800781,-1.012952208518982
1776761702.448228,27.4,-3.775279,17.920488,0.051693,0.70786,0.036272,-0.025714,-0.704952,-78.38447570800781,-1.012952208518982
1776761702.5484114,27.4,-3.775279,17.920488,0.051693,0.70786,0.036272,-0.025714,-0.704952,-78.38447570800781,-1.012952208518982
1776761702.6486166,27.4,-3.775279,17.920488,0.051693,0.70786,0.036272,-0.025714,-0.704952,-78.38447570800781,-1.012952208518982
1776761702.748804,27.4,-3.775279,17.920488,0.051693,0.70786,0.036272,-0.025714,-0.704952,-78.38447570800781,-1.012952208518982
1776761702.848984,27.4,-3.775279,17.920488,0.051693,0.70786,0.036272,-0.025714,-0.704952,-78.38447570800781,-1.012952208518982
1776761702.9492323,27.4,-3.775279,17.920488,0.051693,0.70786,0.036272,-0.025714,-0.704952,-78.29978942871094,-0.999011218547821
1776761703.049597,27.5,-3.779219,18.005745,0.053003,0.707944,0.035197,-0.024671,-0.704959,-78.29978942871094,-0.999011218547821
1776761703.149844,27.5,-3.779219,18.005745,0.053003,0.707944,0.035197,-0.024671,-0.704959,-78.29978942871094,-0.999011218547821
1776761703.2500794,27.5,-3.779219,18.005745,0.053003,0.707944,0.035197,-0.024671,-0.704959,-78.29978942871094,-0.999011218547821
1776761703.3502955,27.5,-3.779219,18.005745,0.053003,0.707944,0.035197,-0.024671,-0.704959,-78.29978942871094,-0.999011218547821
1776761703.4505188,27.5,-3.779219,18.005745,0.053003,0.707944,0.035197,-0.024671,-0.704959,-78.29978942871094,-0.999011218547821
1776761703.5512009,27.5,-3.779219,18.005745,0.053003,0.707944,0.035197,-0.024671,-0.704959,-78.21370697021484,-0.9830883145332336
1776761703.6514132,27.6,-3.788256,18.092047,0.052225,0.707927,0.034838,-0.023857,-0.705022,-78.21370697021484,-0.9830883145332336
1776761703.7516239,27.6,-3.788256,18.092047,0.052225,0.707927,0.034838,-0.023857,-0.705022,-78.21370697021484,-0.9830883145332336
1776761703.8518748,27.6,-3.788256,18.092047,0.052225,0.707927,0.034838,-0.023857,-0.705022,-78.21370697021484,-0.9830883145332336
1776761703.9523604,27.6,-3.788256,18.092047,0.052225,0.707927,0.034838,-0.023857,-0.705022,-78.21370697021484,-0.9830883145332336
